url,product_name,quantity,packaging,brands,categories_en,labels_en,stores,countries_en,ingredients_text,serving_size,main_category_en,image_url,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,fruits-vegetables-nuts_100g
http://world-en.openfoodfacts.org/product/3366321067502/pepites-chocolat-39-mg-st-hubert,Pépites Chocolat (39 % MG),225 g,"Frais,Barquette,Couvercle,Plastique 05 (PP),Opercule,Métal","St Hubert,St Hubert Pépites","Fresh foods,Spreads,Breakfasts,Sweet spreads,fr:Pâtes à tartiner","Green Dot,fr:Chocolat-fin-a-de-60-de-cacao,fr:Eco-emballages,fr:Riche-en-vitamine-e","Super U,Banque alimentaire",France,"_Lait_ écrémé réhydraté, huiles végétales (22 %) (colza, coprah), eau, chocolat noir 18 % [pâte de cacao, beurre de cacao, sucre, arôme naturel de vanille), _beurre_ (7 %), sucre, amidon, émulsifiants (mono et diglycérides d'acide gras, E476), arômes, sel (0,4 %), conservateur (sorbate de potassium), correcteur d'acidité (acide lactique), colorant (bêta-carotène).",12 g (Cette barquette contient environ 18 portions de 12 g),Fresh foods,http://en.openfoodfacts.org/images/products/336/632/106/7502/front.12.400.jpg,1703.0,39.0,19.0,12.5,10.5,,2.0,0.4,0.157480315,
http://world-en.openfoodfacts.org/product/3366321068523/pepites-tres-chocolat-38-mg-st-hubert,Pépites Très Chocolat (38 % MG),225 g,"Frais,Barquette,Couvercle,Plastique 05 (PP),Opercule","St Hubert,St Hubert Pépites","Fresh foods,Spreads,Breakfasts,Sweet spreads,fr:Pâtes à tartiner,Chocolate spreads","Green Dot,New,fr:Eco-emballages,fr:Pepites-chocolat-a-de-60-de-cacao,fr:Riche-en-vitamine-e","Auchan,Banque alimentaire",France,"Huiles végétales 25 % (colza, coprah), _lait_ écrémé réhydraté, eau, chocolat noir (10 %) [Pâte de cacao, beurre de cacao, sucre, arôme naturel de vanille], sucre, _beurre_ (6,3 %), poudre de chocolat (6 %) [Pâte de cacao, sucre, cacao maigre], amidon modifié, poudre de cacao maigre, émulsifiants (mono et diglycérides d'acide gras, E476), arômes, sel, conservateur (sorbate de potassium), correcteur d'acidité (acide lactique).",12 g (Cette barquette contient environ 18 portions de 12 g),Fresh foods,http://en.openfoodfacts.org/images/products/336/632/106/8523/front.5.400.jpg,1786.0,38.0,19.0,19.0,15.0,,2.0,0.45,0.177165354,
http://world-en.openfoodfacts.org/product/3368954400763/galettes-fruits-de-la-passion-u-saveurs,Galettes Fruits de la passion,Paquet de 12 biscuits,"4 sachets fraîcheurs,carton,plastique","U Saveurs,U","Sugary snacks,Biscuits and cakes,Biscuits",,Super U,France,"Farine de blé (France) 53%, sucre 22%, beurre (France) 22%, pépites de fruit de la passion déshydraté 8% [fruit de la passion 3% (soit 19% d'équivalent fruit frais), maltodextrine], jaune d'oeuf, sel, arôme naturel, poudres à lever : carbonates de sodium - diphosphates, lait demi-écrémé. Certains ingrédients de ce produit ne proviennent pas de France.",4 portions de 25g,Sugary snacks,http://en.openfoodfacts.org/images/products/336/895/440/0763/front.13.400.jpg,2032.0,19.1,13.2,71.8,25.5,1.6,5.4,1.0,0.393700787,
http://world-en.openfoodfacts.org/product/3376221211202/the-vert-menthe-lobodis,Thé vert menthe,50 g (25 sachets),"Boîte,Carton,25 sachets fraîcheur",Lobodis,"Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Herbal teas,Teas,Green teas,Mint teas,Non-sugared beverages","Fair trade,Organic,Max Havelaar,Green Dot,Non-EU Agriculture",Géant Casino,France,"thé vert (60%), menthe (33%), arôme naturel de menthe.",,Beverages,http://en.openfoodfacts.org/images/products/337/622/121/1202/front.8.400.jpg,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
http://world-en.openfoodfacts.org/product/3379670007532/tajine-boulettes-au-mouton-2-personnes-sevrina,Tajine boulettes au mouton (2 personnes),"740 g (560 g de garniture, 180 g de couscous) ","Boîte,Conserve,Métal,Couvercle ouverture facile,Coupelle,Plastique 05 (PP),Couvercle,Plastique",Sévrina,"Canned foods,Meals,Meals with meat,Canned meals,Sheepmeat meals,fr:Tajines,fr:Tajines-boulettes-au-mouton","Green Dot,fr:Eco-emballages",Lidl,France,"GARNITURE 560 g [Sauce  : eau, huile d'olive, arôme (dont _blé_), miel, sel, amidon modifié de maïs, épices, herbes aromatiques, concentré de tomate, colorant : extrait de paprika, jus de citron concentré. Légumes et fruit (38 %) : carottes, navets, oignons, tomates, haricots verts, pois chiches, raisins. Boulettes au mouton (21 %) : viande et gras de mouton (51 %), protéines de _soja_ réhydratées, eau, fibre de _blé_, arômes, dextrose, herbes aromatiques, betterave rouge déshydratée]. COUSCOUS 180 g : semoule de _blé_ dur précuite à la vapeur.",,Canned foods,http://en.openfoodfacts.org/images/products/337/967/000/7532/front.10.400.jpg,752.0,4.0,,27.0,,,8.5,,,38.0
http://world-en.openfoodfacts.org/product/3379670010907/couscous-a-la-volaille-aux-legumes-2-3-personnes-sans-marque,Couscous à la volaille & aux légumes (2-3 personnes),"980 g (800 g de garniture, 180 g de couscous, 1 sachet d'épices)","Boîte,Conserve,Métal,Coupelle,Couvercle,Plastique 5 (PP),Sachet papier",Sans marque,"Canned foods,Meals,Meals with meat,Poultry meals,Canned meals,fr:Couscous préparés","Green Dot,fr:Eco-emballages",Aldi,France,"GARNITURE (800 g) : sauce : eau - concentré de tomate - sel - arômes (dont _soja_) - épices. Légumes 28 % : carottes - pois chiches - navets - courgettes - poivrons. Boulettes de volaille 16 % : viandes séparées mécaniquement de dinde - viande et peau de dinde - eau - chapelure (farine de _blé_, sel) - sel - plantes aromatiques, concentrat de protéines de _soja_ - épice, arômes, antioxygène : E316 - conservateur : E250 - huile végétale. Morceaux d'aile de poulet non désossés 14 %.   COUSCOUS (180 g) : semoule de blé dur précuite à la vapeur. ÉPICES. ",325 g,Canned foods,http://en.openfoodfacts.org/images/products/337/967/001/0907/front.5.400.jpg,543.0,3.0,1.0,18.0,1.5,3.0,6.0,0.6,0.236220472,22.0
http://world-en.openfoodfacts.org/product/3379670011492/paella-volaille-fruits-de-mer-sans-marque,Paëlla (Volaille & Fruits de mer) ,"1000 g (800 g de garniture, 200 g de riz, 1 sachet d'épices) ","Boîte,Conserve,Métal,Coupelle,Couvercle,Plastique 05 (PP),Sachet papier",Sans marque,"Canned foods,Meals,Meals with meat,Poultry meals,Canned meals,Meals with chicken,fr:Paëlla","Green Dot,fr:Eco-emballages",Carrefour market,France,"GARNITURE 800 g [Sauce (eau - concentré de tomates - sel - sucre - huile de colza - arômes (contient _crustacés_ - _poisson_ - _lait_ - exhausteurs de goût : E621, E631, E627, colorant : extrait de paprika) - exhausteur de goût : E621, épaississants : E410 et E412) - Morceaux d'ailes de poulet non désossés 25 %* - Légumes 20 %* (carottes - petits pois - poivrons) - Moules et/ou moules du Pacifique 8 %*]. *Pourcentages exprimés sur la garniture. RIZ LONG ÉTUVÉ 200 g. ÉPICES.",333 g (Ce produit contient environ 3 portions),Canned foods,http://en.openfoodfacts.org/images/products/337/967/001/1492/front.28.400.jpg,553.0,3.6,0.7,17.8,1.2,,6.4,1.3,0.511811024,16.0
http://world-en.openfoodfacts.org/product/3392460482012/forme-5-vitamines-4-mineraux-cereale-complete-2-sachets-fraicheur-de-17-tranches-lot-x-3-code-barre-7622210276278-heudebert,"Forme+ (5 Vitamines & 4 Minéraux), Céréale Complète (2 Sachets Fraîcheur de 17 Tranches) [Lot x 3 : code barre 7622210276278]",280 g,"Film plastique à jeter,Etui carton à recycler,2 Sachets Fraîcheur,Ouverture facile","Heudebert,Lu,Mondelèz International","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Zwieback,fr:Biscottes complètes,fr:Biscottes-au-gluten","Charte LU Harmony,Made in France,fr:Info-tri-point-vert","Cora,Carrefour market,Banque alimentaire",France,"Céréales 90,5 % (farine de _blé_ et gluten de _blé_ 57,8 %, farine complète de _blé_ 31 %, farine de _blé_ malté), sucre, graines de lin, levure, huile de palme, fibres d'_avoine_, sel, minéraux [calcium (orthophosphate), fer (fumarate), magnésium (oxyde)], agent de traitement de la farine (acide ascorbique), vitamines [E, thiamine (B1), riboflavine (B2), B6, acide folique)].","1 biscotte (8,20 g)",Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/339/246/048/2012/front.21.400.jpg,1625.0,6.0,1.8,63.0,7.7,7.8,15.0,1.4,0.551181102,
http://world-en.openfoodfacts.org/product/3410280021072/choux-fleurs-en-fleurettes-surgeles-top-budget,Choux-Fleurs en fleurettes surgelés,1 kg,"Surgelé,Sachet plastique,Plastique 04 (PE-LD),Plastique 04,sachet","Top Budget,Intermarché","Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Frozen foods,Frozen plant-based foods,Frozen vegetables,Leaf vegetables,Cauliflowers,Frozen cauliflower florets","Green Dot,fr:Eco-emballages,fr:Ne-pas-recongeler-apres-decongelation",Intermarché,France,100% Choux fleurs en fleurettes,200g,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/341/028/002/1072/front.8.400.jpg,89.0,0.5,0.1,2.1,1.3,2.0,1.4,0.03,0.011811024,
http://world-en.openfoodfacts.org/product/3410280021324/paella-volaille-et-fruits-de-mer-top-budget,Paëlla (volaille et fruits de mer),"1000 g (800 g de garniture, 200 g de riz, 1 sachet d'épices) ","Boîte et couvercle métal à recycler,Boîte plastique et sachet papier à jeter,Conserve,Plastique 05 (PP)","Top Budget,Les Mousquetaires","Canned foods,Meals,Meals with meat,Poultry meals,Canned meals,Meals with chicken,fr:Paëlla",fr:Info-tri-point-vert,Intermarché,France,"GARNITURE 800 g : Sauce [eau, concentré de tomates, sel, sucre, huile de colza, arômes (exhausteurs de goût : E621, E631, E627, conservateurs : E300 et E322 - contient des dérivés de _crustacés_, _lait_ et _poissons_), exhausteur de goût : E621, épaississant : E412 et E410], Morceaux de d'ailes de poulet non désossés 25 %, Légumes 20 % (carottes, petits pois, poivrons), Fruits de mer 9 % (_moules_* et/ou _moules du Pacifique_*, _calmars_*). _*mollusques_. RIZ LONG ÉTUVÉ 200 g. ÉPICES.","358,6 g (Ce produit contient 3 portions)",Canned foods,http://en.openfoodfacts.org/images/products/341/028/002/1324/front.7.400.jpg,573.0,2.5,0.8,19.6,1.1,,8.0,0.92,0.362204724,16.0
http://world-en.openfoodfacts.org/product/3421557401107/tartines-kikroc-sarrasin-grillon-d-or,tartines KIKROC sarrasin,270 g,"boite carton,2 sachets fraicheur,plastique","Grillon d'or,Rouger production","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Crispbreads","Organic,EU Organic,fr:AB Agriculture Biologique,fr:Bio-01",Satoriz,France,"farine de sarrasin* 82.5%, farine de riz*, sucre de canne*, sel. * = ingrédients issus de l'agriculture biologique",,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/342/155/740/1107/front.8.400.jpg,1510.0,2.9,0.6,71.2,5.6,4.8,12.0,0.5,0.196850394,
http://world-en.openfoodfacts.org/product/3423720014039/palets-figues-et-graine-de-lin-bio-soleil,palets figues et grainé de lin,165 g,"3 sachets fraîcheur,Boîte,Carton",bio soleil,"Sugary snacks,Biscuits and cakes,Desserts,Cakes","Organic,EU Organic,fr:AB Agriculture Biologique",,France,"farine d'_èpeautre_, figues (23%), huile de palme non hydrogénée, sucre de canne roux non raffiné, _oeufs_ entiers, graines de lin (5%), poudre de _lait_ écrémé, sel de mer non raffiné, poudre à lever : bicarbonate d'ammonium",,Sugary snacks,http://en.openfoodfacts.org/images/products/342/372/001/4039/front.8.400.jpg,2010.0,23.3,11.2,59.2,21.1,,8.3,0.24,0.094488189,
http://world-en.openfoodfacts.org/product/3428271930050/lait-demi-ecreme-sterilise-uht-lait-de-france,Lait demi-écrémé stérilisé UHT,1 L,"Brique carton à recycler,100 % recyclable,Film plastique à jeter","Lait de France,Lactalis Consommation Hors Foyer (L.C.H.F.)","Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Semi-skimmed milks,fr:Aide-alimentaire","FSC,FSC Mix,Green Dot,fr:Garantie IPLC,fr:Collecte-et-conditionne-en-france,fr:Eco-emballages,fr:Fsc-c111449,fr:Info-tri-point-vert,fr:Lait-des-elevages-francais",Banque alimentaire,France,Lait demi-écrémé.,,Dairies,http://en.openfoodfacts.org/images/products/342/827/193/0050/front.13.400.jpg,192.0,1.5,1.0,4.8,4.8,,3.2,0.1,0.039370079,
http://world-en.openfoodfacts.org/product/3428272110017/matin-leger-lactel-bio-sans-lactose,Matin léger lactel bio sans lactose,1 l,"Bouteille - bouchon et opercule à recycler,Bouteille plastique 02 (PEHD),Bouchon plastique 05 (PP),Film plastique à jeter",Lactel,"Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Low-lactose milk","Organic,Green Dot,Ab-agriculture-biologique,Bio,Bio-europeen,Garantie-iplc",Super U,France,"lait de 1,2% de M.G. stérilisé UHT, lactase",250 ml,Dairies,http://en.openfoodfacts.org/images/products/342/827/211/0017/front.7.400.jpg,180.0,1.2,0.8,4.8,4.8,,3.2,0.1,0.039370079,
http://world-en.openfoodfacts.org/product/3428272950057/lait-bio-demi-ecreme-sterilise-uht-1l-lactel,Lait Bio Demi-Écrémé Stérilisé UHT - 1L - Lactel,1 L,"Bouteille - bouchon et opercule à recycler,Bouteille plastique 02 (PEHD),Bouchon plastique 05 (PP),Film plastique à jeter,bouteille - bouchon et opercule à recycler,bouteille",Lactel,"Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Organic semi-skimmed milks,Semi-skimmed milks","Organic,fr:Garantie IPLC,fr:Agriculture-france,fr:Info-tri-point-vert",Bi1,"Belgium,France,Switzerland",Lat: deml-écrémé stérilisé UHT issu de l'agriculture biologlque  ,250 ml (1 L contient 4 bols de 250 ml),Dairies,http://en.openfoodfacts.org/images/products/342/827/295/0057/front.16.400.jpg,188.0,1.5,1.0,4.8,4.8,0.0,3.2,0.11,0.043307087,
http://world-en.openfoodfacts.org/product/3428273950209/jour-apres-jour-jeunesse-ecreme-lactel,Jour après Jour Jeunesse Écrémé,1 L,"Bouteille,Plastique 02,Bouchon,Plastique 5 (PP),Opercule,Métal","Lactel,Jour après Jour","Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Skimmed milks","Green Dot,fr:Eco-emballages",Banque alimentaire,France,"_Lait_ écrémé, filtrat de lait, correcteur d'acidité : citrate de sodium, saccharose, sulfate de zinc, sélénite de sodium, vitamines D et E.",250 ml,Dairies,http://en.openfoodfacts.org/images/products/342/827/395/0209/front.6.400.jpg,144.0,0.2,0.1,5.1,5.1,,3.1,0.127,0.05,
http://world-en.openfoodfacts.org/product/3428273980046/matin-leger-facile-a-digerer-1-2-mg-lactel,"Matin léger, Facile à Digérer (1,2 % MG) ",1 L,"Bouteille,Plastique 02,Bouchon,Plastique 5 (PP),Opercule,Métal,Info-Tri Point Vert (Erroné) : Barquette et film plastique à jeter - Etui carton à recycler","Lactel,Matin Léger","Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Low-lactose milk","Green Dot,fr:Garantie IPLC,fr:Eco-emballages,fr:Info-tri-point-vert,fr:Triman","Auchan,Banque alimentaire",France,"Lait à 1,2 % de matière grasse, lactase, vitamine D.",un bol de 250 ml (1 L contient 4 bols de 250 ml),Dairies,http://en.openfoodfacts.org/images/products/342/827/398/0046/front.22.400.jpg,180.0,1.2,0.8,4.8,4.8,,3.2,0.1,0.039370079,
http://world-en.openfoodfacts.org/product/3429330539122/flan-nappe-caramel-bio-vrai,Flan Nappé Caramel Bio,500 g (4 x 125 g),"Frais,Pot plastique à jeter,Plastique 06 (PS),Opercule métal à recycler",Vrai,"Fresh foods,Dairies,Desserts,Dairy desserts,Flans","Organic,fr:Concours général agricole,EU Organic,fr:Médaille de bronze du Concours général agricole,1% for the planet,EU/non-EU Agriculture,FR-BIO-01,Green Dot,fr:AB Agriculture Biologique,fr:Médaille de bronze du concours général agricole 2014,fr:Eco-emballages,fr:Fabrique-en-haute-savoie,fr:Lait-biologique-francais","Banque alimentaire,Carrefour market",France,"_Lait_ entier*(79,8 %), caramel* (11 %), sucre de canne*, _lait_ écrémé en poudre*, arôme naturel de vanille*, gélifiants (carraghénanes, farine de graines de caroube, gomme de xanthane, pectine). * Issus de l'agriculture biologique.",125 g (1 pot),Fresh foods,http://en.openfoodfacts.org/images/products/342/933/053/9122/front.10.400.jpg,481.0,3.0,2.0,18.4,17.0,0.0,3.6,0.14,0.05511811,
http://world-en.openfoodfacts.org/product/3439497003565/langues-de-chat-rochambeau,Langues de chat,2 x 100 g = 200 g,"Barquette et film plastique à jeter,Etui carton à recycler,2 étuis fraîcheur","Rochambeau,MCCF (Métro Cash & Carry France)","Sugary snacks,Biscuits and cakes,Biscuits,fr:Langues de chat","fr:Info-tri-point-vert,fr:Triman",,France,"Farine de blé (contient _gluten_), sucre, graisse végétale (palme), lactose (_lait_) et protéines de _lait_, dextrose, sel, arôme, blanc d'_uf_ en poudre, poudres à lever : carbonates de sodium - diphosphates.","11,8 g environ soit 4 biscuits (Cet emballage contient l'équivalent de 17 portions de 11,8 g)",Sugary snacks,http://en.openfoodfacts.org/images/products/343/949/700/3565/front.5.400.jpg,1831.0,10.4,4.9,78.7,44.3,,5.4,0.59,0.232283465,
http://world-en.openfoodfacts.org/product/3450970006590/paella-volaille-et-fruits-de-mer-eco,Paëlla (Volaille et Fruits de mer),"1 kg (800 g de garniture, 200 g de riz, 1 sachet d'assaisonnement)","Boîte métal à recycler,Conserve,Boîte plastique à jeter,Boîte plastique 05 (PP),Couvercle plastique,Sachet papier","Eco +,Scamark (Filiale E. Leclerc)","Canned foods,Meals,Meals with meat,Poultry meals,Canned meals,Meals with chicken,fr:Paëlla",fr:Info-tri-point-vert,Leclerc,France,"GARNITURE 800 g [Sauce : eau, concentré de tomate, sel, huile de colza, épaississants : E410, E412, arôme naturel. Morceaux d'aile de poulet non désossés précuits (26 %). Légumes (17 %) : carottes, petits pois, poivrons, oignons. _Fruits de mer_ (8,7 %) : _moules_ (7,5 %), _calmars_]. RIZ LONG ÉTUVÉ 200 g. ASSAISONNEMENT [curcuma, ail (dont _sulfites_), piment, poivre].  ",,Canned foods,http://en.openfoodfacts.org/images/products/345/097/000/6590/front.7.400.jpg,547.0,4.0,1.1,16.0,0.8,1.0,7.0,0.7,0.275590551,13.6
http://world-en.openfoodfacts.org/product/3464660000638/gel-d-aloe-vera-a-boire-bio-equitable-pur-aloe,Gel d'aloe vera à boire bio équitable ,1000ml,"Bouteille plastique PET 01,Bouchon métal,Point ver",Pur Aloé,"Plant-based foods and beverages,Beverages,Plant-based beverages,Non-sugared beverages","Low or no sugar,Organic,EU Organic,FR-BIO-01,No added sugar",Amazon.fr,France,"Aloe Vera natif 99.39% bio, épaississant (gomme xanthane), antioxygène (acide ascorbique), inuline d'orange amère bio",,Beverages,http://en.openfoodfacts.org/images/products/346/466/000/0638/front.3.400.jpg,12.0,0.2,0.1,0.6,0.05,,0.2,0.05,0.019685039,
http://world-en.openfoodfacts.org/product/3502110003201/essentiels-multivitamines-tropicana,Essentiels Multivitamines,1 L,"Bouteille et bouchon à recycler,Bouteille plastique 01 (PET)","Tropicana,PepsiCo","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices and nectars,Fruit juices,Multifruit juices,Non-Alcoholic beverages","Low or no sugar,No added sugar,fr:Info-tri-point-vert",Banque alimentaire,France,"Jus et purées de fruits (orange, pomme, raisin blanc, ananas, fruit de la passion, abricot, banane, mangue, pêche, goyave, poire, citron); vitamines C, E, B6, B2, B1 et provitamine A.",200 ml (Cet emballage contient 5 verres de 200 ml),Fruit juices,http://en.openfoodfacts.org/images/products/350/211/000/3201/front.14.400.jpg,218.0,0.0,0.0,11.2,11.0,0.6,0.5,0.0,0.0,
http://world-en.openfoodfacts.org/product/3502110006295/pepsi-max-cherry-saveur-cerise-0-sucres,Pepsi Max Cherry* (*saveur cerise) - (0 % sucres),"1,5 L","Bouteille et bouchon à recycler,Bouteille,Plastique 1 (PET)","Pepsi,Pepsi Max,PepsiCo","Beverages,Artificially sweetened beverages,Carbonated drinks,Diet beverages,Sodas,Diet sodas,Colas,Diet cola soft drink","Low or no sugar,Low sugar,Reduced sugar,No sugar,fr:Info-tri-point-vert,fr:Triman","Casino,Banque alimentaire",France,"Eau gazéifiée, colorant caramel E150d, édulcorants (aspartame**, acésulfame K), arômes (dont caféine), acide phosphorique, acide citrique, sorbate de potassium. **Contient une source de phénylalanine.",Un verre = 250 ml (Cette bouteille contient 6 verres de 250 ml),Beverages,http://en.openfoodfacts.org/images/products/350/211/000/6295/front.14.400.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
http://world-en.openfoodfacts.org/product/3507649292577/pain-andalou-les-pains-fleur-d-or,Pain Andalou,400 g,"sachet,Papier 7g",Les pains fleur d'or,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,Carrefour Market,France,"farine de _blé_, eau, levain de _seigle_, levure, sel, gluten de _blé_, farine de _blé_ malté, levure désactivée, agent de traitement de la farine (E300).",,Plant-based foods and beverages,http://en.openfoodfacts.org/images/products/350/764/929/2577/front.8.400.jpg,1004.0,1.0,0.1,49.0,1.2,2.8,7.5,1.2,0.472440945,
http://world-en.openfoodfacts.org/product/3513610140273/yaourt-de-brebis-a-la-chataigne-des-cevennes-la-bergerie,Yaourt de Brebis à la Châtaigne des Cévennes,250 g (2 x 125 g),"Carton,2 pots,Plastique,Frais",La bergerie,"Dairies,Yogurts,Sheep's milk yogurts,Sweetened yogurts","Organic,EU Organic,fr:AB Agriculture Biologique","Naturalia,La vie claire",France,"Lait de brebis pasteurisé, purée de châtaignes des Cévennes (8%), sucre de canne non raffiné (7,5%), ferments lactiques sélectionnés ",125 g,Dairies,http://en.openfoodfacts.org/images/products/351/361/014/0273/front.5.400.jpg,485.0,5.0,3.4,13.5,9.9,0.0,4.1,0.1,0.039370079,
http://world-en.openfoodfacts.org/product/3523230019392/yaourt-au-lait-de-chevre-sur-lit-de-myrtilles-soignon,Yaourt au lait de chèvre sur lit de myrtilles,250 g (2 x 125 g),"Frais,Pot,Plastique 05 (PP),Plastique 05,Opercule,Etui,Carton",Soignon,"Fresh foods,Dairies,Desserts,Yogurts,Fruit yogurts,Fruit yogurts with fruit chunks,Sweetened yogurts,Whole milk yogurts,fr:Yaourts-au-lait-de-chevre-sur-lit-de-myrtilles,fr:Yaourts-sur-lit,fr:Yaourts-sur-lit-de-myrtilles","Green Dot,fr:Eco-emballages,fr:Lait-de-chevre-100-francais",Banque alimentaire,France,"Yaourt 80% (lait entier de chèvre, sucre de canne 3,1%, ferments lactiques), préparation de myrtilles 20% (myrtilles 9%, sucre 5%, épaississants : amidon de maïs - pectine, arôme naturel, jus de citron concentré).",125 g (1 pot),Fresh foods,http://en.openfoodfacts.org/images/products/352/323/001/9392/front.8.400.jpg,410.0,3.7,2.9,12.5,12.0,0.0,3.6,0.08,0.031496063,8.0
http://world-en.openfoodfacts.org/product/3533631572006/grandlait-demi-ecreme-candia,GrandLait demi-écrémé,1 L,"Bouteille plastique et son bouchon - opercule métal à recycler,Bouchon plastique 05 (PP),bouteille plastique,bouteille plastique et son bouchon - opercule métal à recycler,bouteille","Candia,Candia GrandLait","Dairies,Milks,Homogenized milks,Pasteurised milks,UHT milks,Semi-skimmed milks","fr:Saveurs de l'Année,fr:Saveurs de l'Année 2012,fr:Info-tri-point-vert,fr:Triman",Leclerc,"France,Switzerland",Lait demi-écrémé stérilisé U.H.T.   ,250 ml (1 bol),Dairies,http://en.openfoodfacts.org/images/products/353/363/157/2006/front.12.400.jpg,193.0,1.55,1.05,4.8,,,3.15,,,
http://world-en.openfoodfacts.org/product/3560070321148/cuillers-aux-oeufs-frais-carrefour,Cuillers aux ufs frais,150 g,"Boîte,Carton,Sachet plastique,4 Sachets fraîcheur",Carrefour,"Sugary snacks,Biscuits and cakes,Biscuits,fr:Biscuits-a-la-cuillere","Made in France,fr:Aux-oeufs-frais",,France,"Sucre, ufs frais 32 %, farine de blé, sirop de sucre inverti, arôme, sel, acidifiant : tartrate monopotassique, épaississant : gomme xanthane.","2 biscuits 12,5 g",Sugary snacks,http://en.openfoodfacts.org/images/products/356/007/032/1148/front.6.400.jpg,1500.0,3.1,0.9,74.0,50.0,1.3,6.9,0.41,0.161417323,
http://world-en.openfoodfacts.org/product/3560070348213/coeurs-caramel-carrefour,Coeurs caramel,100 g,"Carton,Plastique 8 g",Carrefour,"Sugary snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",,"Carrefour,Carrefour City,Carrefour Market",France,"Chocolat au lait 40% (sucre, beurre de cacao, poudre de _lait_ entier, pâte de cacao, poudre de _lait_ écrémé, émulsifiant: lécithines (_soja_), arôme vanille), farine de _blé_, fourrage au caramel 20% (sucre, _crème_, sirop de glucose, _beurre_), sucre, graisse de coprah, fécule de pomme de terre, sirop de sucre inverti, _beurre_, poudre de _lait_ écrémé, sirop de glucose, _beurre_ concentré, extrait de malt d'_orge_, poudre à lever : carbonates de sodium et carbonates d'ammonium, sel, acidifiant : acide tartrique, arôme, émulsifiant : lécithines (_soja_).","2 biscuits 16,7 g",Sugary snacks,http://en.openfoodfacts.org/images/products/356/007/034/8213/front.12.400.jpg,2123.0,26.0,17.0,62.0,40.0,1.7,5.5,0.35,0.137795276,
http://world-en.openfoodfacts.org/product/3560070349692/creme-fraiche-epaisse-carrefour-discount,Crème fraîche épaisse,50 cl (496.9 g),"Pot,Plastique,Pot et couvercle à jeter,Opercule à recycler,Pot plastique PP 05",Carrefour discount,"Dairies,Creams,Sour creams,fr:Crèmes fraîches épaisses","Green Dot,Qualite-controlee","Carrefour,Dia",France,"Crème fraîche pasteurisée 99.95%, ferments lactiques",20 g,Dairies,http://en.openfoodfacts.org/images/products/356/007/034/9692/front.10.400.jpg,1222.0,30.0,20.0,3.3,3.3,0.0,2.2,0.2286,0.09,
http://world-en.openfoodfacts.org/product/3560070394739/bleu-fondant-au-lait-de-vache-pasteurise-carrefour,Bleu fondant au lait de vache pasteurisé,125g,"Boite Plastique,Couvercle plastique,Opercule plastique,Frais,Green dot,05",Carrefour,"Dairies,Cheeses,Blue-veined cheeses,Pasteurized cheeses",,Dia,France,"_lait_ pasteurisé,m_crème_ pasteurisé 16%, protéines de _lait_, sel, ferments _lactiques_, et d'affinage, présure animale, Penicillium roqueforti",,Dairies,http://en.openfoodfacts.org/images/products/356/007/039/4739/front.14.400.jpg,1548.0,34.0,24.0,0.0,0.0,0.0,15.0,2.43,0.956692913,
http://world-en.openfoodfacts.org/product/3560070407118/biscuits-fondants-carrefour-baby,Biscuits fondants,120 g (6x4 biscuits),"Boîte,Carton,6 sachets fraîcheur de 4 biscuits,sachet,plastique","Carrefour Baby,Carrefour","Baby foods,Snacks and desserts for babies,Biscuits for babies,From 10 months",fr:Elabore-avec-les-conseils-d-un-comite-de-pediatres,"Carrefour market,Carrefour",France,"Sucre, farine de _blé_ 26.7%, amidon de _blé_ 26.7%, _ufs_, huile de colza, poudres à lever : carbonates dammonium - tartrates de potassium, arôme naturel de vanille, vitamine B1 (thiamine).",10 g (2 biscuits),Baby foods,http://en.openfoodfacts.org/images/products/356/007/040/7118/front.10.400.jpg,1930.0,15.0,1.5,76.0,35.0,0.9,5.1,0.1,0.039370079,
